ERR6913277.41.1	CP030928.1	98.684	76	1	0	1	76	22459	22534	3.34e-28	135
ERR6913277.41.1	CP030928.1	98.684	76	1	0	1	76	70120	70195	3.34e-28	135
ERR6913277.41.1	CP030928.1	98.684	76	1	0	1	76	133438	133513	3.34e-28	135
ERR6913277.41.1	CP030928.1	98.684	76	1	0	1	76	139244	139319	3.34e-28	135
ERR6913277.41.1	CP030928.1	98.684	76	1	0	1	76	351545	351620	3.34e-28	135
ERR6913277.41.1	CP030928.1	98.684	76	1	0	1	76	1654865	1654790	3.34e-28	135
ERR6913277.41.1	CP030927.1	98.684	76	1	0	1	76	22464	22539	3.34e-28	135
ERR6913277.41.1	CP030927.1	98.684	76	1	0	1	76	127298	127373	3.34e-28	135
ERR6913277.41.1	CP030927.1	98.684	76	1	0	1	76	133106	133181	3.34e-28	135
ERR6913277.41.1	CP030927.1	98.684	76	1	0	1	76	1107048	1106973	3.34e-28	135
ERR6913277.41.1	CP030927.1	98.684	76	1	0	1	76	1667406	1667331	3.34e-28	135
ERR6913277.41.1	CP028896.1	98.684	76	1	0	1	76	22538	22613	3.34e-28	135
ERR6913277.41.1	CP028896.1	98.684	76	1	0	1	76	70198	70273	3.34e-28	135
ERR6913277.41.1	CP028896.1	98.684	76	1	0	1	76	133515	133590	3.34e-28	135
ERR6913277.41.1	CP028896.1	98.684	76	1	0	1	76	139321	139396	3.34e-28	135
ERR6913277.41.1	CP028896.1	98.684	76	1	0	1	76	351622	351697	3.34e-28	135
ERR6913277.41.1	CP028896.1	98.684	76	1	0	1	76	1654541	1654466	3.34e-28	135
ERR6913277.41.1	CP053998.1	98.684	76	1	0	1	76	930388	930313	3.34e-28	135
ERR6913277.41.1	CP053998.1	98.684	76	1	0	1	76	936193	936118	3.34e-28	135
ERR6913277.41.1	CP053998.1	98.684	76	1	0	1	76	1148841	1148916	3.34e-28	135
ERR6913277.41.1	CP053998.1	98.684	76	1	0	1	76	1195083	1195158	3.34e-28	135
ERR6913277.41.1	CP053998.1	98.684	76	1	0	1	76	1255658	1255733	3.34e-28	135
ERR6913277.41.1	CP053998.1	98.684	76	1	0	1	76	1469063	1469138	3.34e-28	135
ERR6913277.41.1	CP049053.1	98.684	76	1	0	1	76	23877	23952	3.34e-28	135
ERR6913277.41.1	CP049053.1	98.684	76	1	0	1	76	71596	71671	3.34e-28	135
ERR6913277.41.1	CP049053.1	98.684	76	1	0	1	76	139341	139416	3.34e-28	135
ERR6913277.41.1	CP049053.1	98.684	76	1	0	1	76	352132	352207	3.34e-28	135
ERR6913277.41.1	CP049053.1	98.684	76	1	0	1	76	1635581	1635506	3.34e-28	135
ERR6913277.41.1	CP049053.1	96.104	77	2	1	1	76	133532	133608	7.22e-25	124
ERR6913277.43.1	MT573575.1	99.500	200	1	0	1	200	80	279	1.51e-96	364
ERR6913277.43.1	MT573574.1	99.500	200	1	0	1	200	87	286	1.51e-96	364
ERR6913277.43.1	MT512097.1	99.500	200	1	0	1	200	84	283	1.51e-96	364
ERR6913277.43.1	MT512096.1	99.500	200	1	0	1	200	89	288	1.51e-96	364
ERR6913277.43.1	MN880139.1	99.500	200	1	0	1	200	64	263	1.51e-96	364
ERR6913277.44.1	JQ470318.1	99.024	205	1	1	1	205	9	212	4.32e-97	366
ERR6913277.44.1	JN069527.1	99.024	205	1	1	1	205	3	206	4.32e-97	366
ERR6913277.44.1	JN065943.1	99.024	205	1	1	1	205	3	206	4.32e-97	366
ERR6913277.44.1	JN062127.1	99.024	205	1	1	1	205	3	206	4.32e-97	366
ERR6913277.44.1	FJ558493.1	99.024	205	1	1	1	205	5	208	4.32e-97	366
ERR6913277.45.1	CP002843.1	98.529	204	3	0	1	204	79924	79721	2.02e-95	361
ERR6913277.45.1	CP044230.1	98.039	204	4	0	1	204	625079	624876	9.41e-94	355
ERR6913277.45.1	CP049820.1	98.039	204	4	0	1	204	628969	628766	9.41e-94	355
ERR6913277.45.1	CP003122.1	98.039	204	4	0	1	204	627655	627452	9.41e-94	355
ERR6913277.45.1	CP072329.1	94.712	208	9	2	1	206	599794	599587	9.54e-84	322
ERR6913277.46.1	CP079821.1	97.279	147	3	1	2	147	670360	670214	1.08e-61	248
ERR6913277.46.1	CP006776.1	97.279	147	3	1	2	147	359067	358921	1.08e-61	248
ERR6913277.46.1	CP006805.1	96.599	147	4	1	2	147	22941	22795	5.02e-60	243
ERR6913277.47.1	CP013216.1	100.000	133	0	0	1	133	1789700	1789832	3.68e-61	246
ERR6913277.47.1	LR134274.1	100.000	132	0	0	2	133	1893052	1893183	1.32e-60	244
ERR6913277.47.1	CP014144.1	100.000	132	0	0	2	133	1715368	1715237	1.32e-60	244
ERR6913277.47.1	CP009913.1	100.000	132	0	0	2	133	1881714	1881845	1.32e-60	244
